# refresh_posture_target=True,arm_posture_cost=0.001,"arm_posture_cost_overrides={'left_arm_joint7': 0.003, 'right_arm_joint7': 0.003}",ee_position_cost=1.0,ee_orientation_cost=0.5,redundancy_resolution=dls_projector,dls_damping=0.05,nullspace_swivel_weight=1.0,elbow_swivel_gain=1.0,elbow_swivel_targets={},nullspace_continuity_weight=0.0,nullspace_posture_weight=1.0,enable_manipulability=False,manipulability_weight=0.5
# control_hz=30.0,enable_base_motion=True,base_max_lin_vel=0.25,base_max_ang_vel=0.6,base_vel_deadband=0.02,enable_lift_motion=True,lift_kp=2.0,lift_kd=0.05,lift_derivative_tau=0.1,lift_velocity_deadband_m=0.005,lift_max_velocity_m_s=0.05,lift_feedback_max_age_s=0.5,use_measured_lift=True,use_measured_arm_state=False
t,left_q0,left_q1,left_q2,left_q3,left_q4,left_q5,left_q6,right_q0,right_q1,right_q2,right_q3,right_q4,right_q5,right_q6,left_target_ee_0,left_target_ee_1,left_target_ee_2,left_target_ee_3,left_target_ee_4,left_target_ee_5,left_target_ee_6,right_target_ee_0,right_target_ee_1,right_target_ee_2,right_target_ee_3,right_target_ee_4,right_target_ee_5,right_target_ee_6,left_actual_ee_0,left_actual_ee_1,left_actual_ee_2,left_actual_ee_3,left_actual_ee_4,left_actual_ee_5,left_actual_ee_6,right_actual_ee_0,right_actual_ee_1,right_actual_ee_2,right_actual_ee_3,right_actual_ee_4,right_actual_ee_5,right_actual_ee_6,lift_q,base_x,base_y,base_yaw,iters,solved,base_active,base_req_vx,base_req_vy,base_req_wz,base_body_fwd,base_body_lat,base_body_yaw,base_sent_0,base_sent_1,base_sent_2,swerve_enabled,swerve_target_0,swerve_target_1,swerve_target_2,swerve_prof_0,swerve_prof_1,swerve_prof_2,steer_cmd_FL,steer_cmd_FR,steer_cmd_RR,steer_cmd_RL,steer_meas_FL,steer_meas_FR,steer_meas_RR,steer_meas_RL,drive_cmd_FL,drive_cmd_FR,drive_cmd_RR,drive_cmd_RL,drive_meas_FL,drive_meas_FR,drive_meas_RR,drive_meas_RL,lift_active,lift_mode,lift_goal,lift_meas,lift_cmd_vel,lift_vel_est,lift_age,lift_blocked
0.007909498002845794,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581131,0.006812,-1.568771,-3.135956,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000071,0.000000,0.000071,True,velocity,0.450700,0.450700,0.000000,0.000000,3.802285,False
0.03705370900570415,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581132,0.006812,-1.568770,-3.135956,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000063,0.000000,0.000032,True,velocity,0.450700,0.450700,0.000000,0.000000,3.831561,False
0.07124474800366443,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581132,0.006812,-1.568772,-3.135956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000071,0.000000,0.000000,True,velocity,0.450700,0.450700,0.000000,0.000000,3.865752,False
0.10398266300035175,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581132,0.006812,-1.568772,-3.135956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000071,0.000000,0.000000,True,velocity,0.450700,0.450700,0.000000,0.000000,3.898490,False
0.13779007400444243,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581131,0.006812,-1.568772,-3.135956,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000013,0.000000,0.000000,True,velocity,0.450700,0.450700,0.000000,0.000000,3.932177,False
0.17064626699720975,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581132,0.006812,-1.568771,-3.135956,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000071,0.000000,0.000000,True,velocity,0.450700,0.450700,0.000000,0.000000,3.965108,False
0.20436328899813816,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581132,0.006812,-1.568771,-3.135956,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000071,0.000000,0.000000,True,velocity,0.450700,0.450700,0.000000,0.000000,3.998823,False
0.23733692600217182,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581132,0.006812,-1.568772,-3.135956,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000008,0.000000,0.000000,True,velocity,0.450700,0.450700,0.000000,0.000000,4.031848,False
0.2712408549996326,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581132,0.006812,-1.568772,-3.135957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000071,0.000000,0.000000,True,velocity,0.450700,0.450700,0.000000,0.000000,4.065619,False
0.3043475099984789,-0.004000,1.318000,-1.706000,1.306000,-0.007000,-0.006000,0.007000,-0.001000,1.325000,1.715000,1.316000,0.007000,-0.009000,0.000000,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,-0.025833,0.774722,0.139433,-0.616195,0.372711,-0.255350,0.606948,0.147034,-0.617760,-0.018015,0.772288,-0.373689,-0.253796,0.607960,0.450700,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.038184,2.394742,-0.897274,-1.160121,1.581132,0.006812,-1.568772,-3.135957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000042,0.000000,0.000000,True,velocity,0.450700,0.450700,0.000000,0.000000,4.098849,False
