# refresh_posture_target=True,arm_posture_cost=0.001,"arm_posture_cost_overrides={'left_arm_joint7': 0.003, 'right_arm_joint7': 0.003}",ee_position_cost=1.0,ee_orientation_cost=0.5,redundancy_resolution=dls_projector,dls_damping=0.05,nullspace_swivel_weight=1.0,elbow_swivel_gain=1.0,elbow_swivel_targets={},nullspace_continuity_weight=0.0,nullspace_posture_weight=1.0,enable_manipulability=False,manipulability_weight=0.5
# control_hz=30.0,enable_base_motion=True,base_max_lin_vel=0.25,base_max_ang_vel=0.6,base_vel_deadband=0.02,enable_lift_motion=True,lift_kp=2.0,lift_kd=0.05,lift_derivative_tau=0.1,lift_velocity_deadband_m=0.005,lift_max_velocity_m_s=0.05,lift_feedback_max_age_s=0.5,use_measured_lift=True,use_measured_arm_state=False
t,left_q0,left_q1,left_q2,left_q3,left_q4,left_q5,left_q6,right_q0,right_q1,right_q2,right_q3,right_q4,right_q5,right_q6,left_target_ee_0,left_target_ee_1,left_target_ee_2,left_target_ee_3,left_target_ee_4,left_target_ee_5,left_target_ee_6,right_target_ee_0,right_target_ee_1,right_target_ee_2,right_target_ee_3,right_target_ee_4,right_target_ee_5,right_target_ee_6,left_actual_ee_0,left_actual_ee_1,left_actual_ee_2,left_actual_ee_3,left_actual_ee_4,left_actual_ee_5,left_actual_ee_6,right_actual_ee_0,right_actual_ee_1,right_actual_ee_2,right_actual_ee_3,right_actual_ee_4,right_actual_ee_5,right_actual_ee_6,lift_q,base_x,base_y,base_yaw,iters,solved,base_active,base_req_vx,base_req_vy,base_req_wz,base_body_fwd,base_body_lat,base_body_yaw,base_sent_0,base_sent_1,base_sent_2,swerve_enabled,swerve_target_0,swerve_target_1,swerve_target_2,swerve_prof_0,swerve_prof_1,swerve_prof_2,steer_cmd_FL,steer_cmd_FR,steer_cmd_RR,steer_cmd_RL,steer_meas_FL,steer_meas_FR,steer_meas_RR,steer_meas_RL,drive_cmd_FL,drive_cmd_FR,drive_cmd_RR,drive_cmd_RL,drive_meas_FL,drive_meas_FR,drive_meas_RR,drive_meas_RL,lift_active,lift_mode,lift_goal,lift_meas,lift_cmd_vel,lift_vel_est,lift_age,lift_blocked
0.506339942003251,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577573,0.002368,-1.563986,-3.139243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.354485,False
0.5408198130025994,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577574,0.002368,-1.563986,-3.139242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.388039,False
0.5741834660002496,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577572,0.002368,-1.563987,-3.139242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.422293,False
0.6067446789966198,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577574,0.002368,-1.563986,-3.139243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.454864,False
0.6390048379980726,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577573,0.002368,-1.563986,-3.139243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.487195,False
0.6734605239907978,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577572,0.002368,-1.563986,-3.139243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.521484,False
0.7058329409919679,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577572,0.002367,-1.563986,-3.139243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.553949,False
0.7404526809987146,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577572,0.002368,-1.563987,-3.139243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.588584,False
0.7741261479968671,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577572,0.002367,-1.563986,-3.139243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.621869,False
0.8071540069940966,-0.004000,1.318000,-1.706000,1.306000,0.007000,-0.006000,0.007000,0.531000,1.602000,0.858000,0.911000,0.382000,-0.721000,0.471000,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,-0.026872,0.779009,0.139251,-0.610763,0.372708,-0.255349,0.606516,-0.049781,-0.657958,0.136685,0.738871,-0.087731,-0.373266,0.656772,0.450272,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.214968,0.926624,0.926624,-2.214968,1.577572,0.002368,-1.563986,-3.139243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,velocity,0.450272,0.450272,0.000000,0.000000,4.654868,False
